File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\ArticleLoader.java,7,51,29,19,2,62,21,0,5,1,9,0,5,12,169,45,34,209,33,19,1,0,1,0,8,Normal,0,
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\ItemsContract.java,8,52,29,19,3,65,16,1,6,1,7,1,46,133,147,57,29,151,22,25,12,0,12,16,1,Normal,0,
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\ItemsDatabase.java,7,53,28,18,0,63,15,12,2,1,7,0,0,0,191,100,24,144,40,11,0,0,0,14,1,Algorithmic Oriented,1,* Code structure may be too fragmented. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\ItemsProvider.java,26,47,32,21,18,43,22,1,9,0,7,0,1,3,161,44,43,326,33,78,1,0,1,7,4,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\SelectionBuilder.java,33,42,36,22,43,26,14,2,7,0,7,1,14,27,218,42,58,337,25,84,11,1,12,11,5,Data Manipulation Oriented,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\data\UpdaterService.java,18,49,31,20,18,54,14,1,6,0,6,0,4,15,118,45,42,168,28,41,0,2,2,14,1,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\remote\Config.java,2,50,30,20,18,54,13,0,3,0,11,0,10,20,209,40,18,136,15,9,0,1,1,1,0,Normal,0,
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\remote\RemoteEndpointUtil.java,9,48,31,20,20,55,12,0,6,0,7,0,3,9,186,42,40,135,19,25,0,1,1,4,0,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\ArticleDetailActivity.java,37,47,32,21,27,48,13,1,5,0,6,0,3,8,178,35,40,172,24,89,1,2,3,0,10,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\ArticleDetailFragment.java,57,48,32,20,21,50,14,3,6,0,6,0,5,14,161,48,43,175,27,129,2,5,7,11,19,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\ArticleListActivity.java,31,51,30,20,7,63,17,0,6,0,7,0,1,3,172,25,32,166,31,74,1,0,1,1,1,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\DividerItemDecoration.java,21,48,32,21,22,44,18,3,6,0,6,0,1,4,155,71,42,258,33,51,1,0,1,1,8,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\DrawInsetsFrameLayout.java,25,46,33,21,30,37,18,1,5,0,7,0,4,10,166,32,42,304,27,73,1,4,3,0,7,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\DynamicHeightNetworkImageView.java,5,53,28,19,0,65,19,2,6,0,8,0,0,0,181,23,35,176,25,16,0,0,0,0,1,Normal,1,* Code structure may be too fragmented. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\ImageLoaderHelper.java,7,50,31,20,13,59,16,0,4,0,8,0,0,0,208,30,32,165,26,19,0,0,0,0,1,Normal,1,* Code structure may be too fragmented. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\MaxWidthLinearLayout.java,8,52,28,20,0,62,23,0,6,0,7,1,7,20,162,23,44,232,35,25,2,0,2,0,6,Normal,1,* Needs more comments. 
C:\Users\andre\Desktop\xyzreader\XYZReader\src\main\java\com\example\xyzreader\ui\ObservableScrollView.java,8,48,32,21,25,47,16,0,4,0,7,1,14,27,220,23,40,213,30,20,2,1,3,0,1,Normal,0,

Entire Project Totals,317,48,32,20,21,49,16,2,6,0,7,0,6,15,176,42,41,210,29,788,35,17,50,80,74,Normal,13,

